order_id,customer_id,order_date,category,product_name,quantity,unit_price,discount_pct,payment_method,order_status
O00622,C0379,2025-02-06,Home,Product 118,4,4134.48,0.0,COD,Cancelled
O00623,C0116,2025-02-21, electronics ,Product 10,2,1898.55,0.05,COD,Cancelled
O00624,C0497,2024-01-24,Electronics,Product 44,1,4578.82,0.05,COD,Completed
O00625,C0002,2023-10-28,Home,Product 81,3,2887.33,0.05,Card,Returned
O00626,C0457,2023-02-06,fashion ,Product 109,5,2492.51,0.1,UPI,Returned
O00627,C0180,2023-12-29,Home,Product 24,4,2070.13,0.0,UPI,Cancelled
O00628,C0079,2024-06-25,Fashion,Product 16,4,4574.23,0.0,UPI,Returned
O00629,C0187,2024-02-09,Fashion,Product 115,3,992.69,0.1,UPI,Cancelled
O00630,C0003,2023-12-29,ELECTRONICS,Product 114,4,4365.52,0.05,UPI,Completed
O00631,C0170,2024-02-09,Electronics,Product 21,3,3364.4,0.15,COD,Cancelled
O00632,C0350,2024-07-17,Home,Product 17,1,1691.95,0.15,COD,Returned
O00633,C0065,2023-04-21, electronics ,Product 45,4,2550.0,0.05,UPI,Returned
O00634,C0223,2024-09-03,Fashion,Product 38,3,1482.89,0.0,Card,Completed
O00635,C0144,2024-06-07,Electronics,Product 111,5,1391.3,0.05,COD,Cancelled
O00636,C0359,2025-03-12,Home,Product 65,2,3094.39,0.05,COD,Returned
O00637,C0141,2023-05-16, electronics ,Product 119,2,816.42,0.0,COD,Completed
O00638,C0157,2024-01-25,Home,Product 82,1,4902.61,0.05,Card,Cancelled
O00639,C0156,2024-03-13,Electronics,Product 35,4,1881.52,0.1,COD,Cancelled
O00640,C0001,2023-02-18,Electronics,Product 85,2,3749.3,0.05,Card,Cancelled
O00641,C0130,2023-04-14,Fashion,Product 47,3,1737.98,0.0,UPI,Returned
O00642,C0170,2025-02-27,ELECTRONICS,Product 95,1,4069.17,0.1,UPI,Returned
O00643,C0055,2024-01-29,,Product 81,3,3738.68,0.0,UPI,Returned
O00644,C0039,2024-04-01,fashion ,Product 80,2,1780.2,0.15,UPI,Returned
O00645,C0365,2023-07-16,ELECTRONICS,Product 115,2,4397.67,0.1,Card,Cancelled
O00646,C0269,2023-03-11,fashion ,Product 102,1,207.19,0.1,COD,Completed
O00647,C0498,2024-08-02,Home,Product 25,3,3729.5,0.15,Card,Returned
O00648,C0385,2023-03-18,fashion ,Product 50,5,2856.24,0.15,Card,Returned
O00649,C0112,2023-01-04,fashion ,Product 90,3,143.42,0.15,COD,Returned
O00650,C0363,2025-05-22,ELECTRONICS,Product 71,5,683.61,0.05,UPI,Returned
O00651,C0453,2024-10-16,ELECTRONICS,Product 119,2,751.56,0.0,COD,Completed
O00652,C0324,2023-01-02,fashion ,Product 48,2,1690.35,0.1,COD,Completed
O00653,C0030,2023-10-29,Home,Product 105,4,151.0,0.1,UPI,Returned
O00654,C0445,2023-01-17,fashion ,Product 14,3,3640.75,0.15,COD,Cancelled
O00655,C0167,2025-04-16,ELECTRONICS,Product 27,5,2950.15,0.15,UPI,Cancelled
O00656,C0462,2024-03-20,,Product 12,2,2530.21,0.15,UPI,Completed
O00657,C0145,2025-01-16,Electronics,Product 40,2,898.3,0.05,Card,Returned
O00658,C0126,2023-05-27,Fashion,Product 117,5,3261.08,0.15,UPI,Returned
O00659,C0309,2025-02-07,Electronics,Product 49,5,1981.55,0.0,UPI,Returned
O00660,C0074,2025-02-27,Home,Product 77,1,166.13,0.0,UPI,Returned
O00661,C0246,2023-03-29,fashion ,Product 115,3,2277.2,0.05,Card,Cancelled
O00662,C0137,2023-02-27,Home,Product 70,4,703.07,0.0,UPI,Returned
O00663,C0001,2025-05-06, electronics ,Product 4,3,1210.71,0.15,UPI,Cancelled
O00664,C0352,2025-06-19,Home,Product 106,3,4517.91,0.15,UPI,Completed
O00665,C0316,2023-10-16,ELECTRONICS,Product 16,2,1866.42,0.0,UPI,Returned
O00666,C0093,2024-06-27,Home,Product 55,2,836.08,0.1,COD,Cancelled
O00667,C0339,2023-10-05,ELECTRONICS,Product 120,3,1400.46,0.0,UPI,Completed
O00668,C0408,2024-02-04,Fashion,Product 105,2,429.84,0.15,COD,Cancelled
O00669,C0198,2023-05-11,ELECTRONICS,Product 41,2,2521.61,0.15,COD,Cancelled
O00670,C0484,2023-12-08,Home,Product 118,5,1304.95,0.15,COD,Cancelled
O00671,C0118,2024-06-29,Fashion,Product 11,5,2946.72,0.15,COD,Returned
O00672,C0105,2023-08-29,Electronics,Product 47,2,2836.03,0.05,UPI,Completed
O00673,C0420,2025-05-19, electronics ,Product 38,3,2355.9,0.15,UPI,Completed
O00674,C0357,2023-05-22,Home,Product 19,2,1949.56,0.0,COD,Cancelled
O00675,C0038,2023-04-19,Fashion,Product 108,3,3010.24,0.05,UPI,Completed
O00676,C0292,2023-09-08,Fashion,Product 20,3,3850.55,0.15,COD,Completed
O00677,C0370,2023-11-03,ELECTRONICS,Product 57,5,3928.84,0.0,Card,Completed
O00678,C0385,2024-10-19, electronics ,Product 65,2,885.71,0.15,Card,Returned
O00679,C0293,2025-04-29,fashion ,Product 40,4,3575.83,0.15,UPI,Cancelled
O00680,C0206,2023-05-09,,Product 8,1,1172.64,0.05,COD,Returned
O00681,C0245,2025-04-16,ELECTRONICS,Product 84,5,3245.27,0.15,UPI,Completed
O00682,C0054,2023-07-19,Electronics,Product 47,3,3055.63,0.1,UPI,Completed
O00683,C0306,2023-04-20,Electronics,Product 97,3,4557.47,0.05,COD,Completed
O00684,C0290,2023-03-29,Electronics,Product 73,1,4933.82,0.15,UPI,Completed
O00685,C0183,2027-01-01,ELECTRONICS,Product 51,3,2551.06,0.1,Card,Returned
O00686,C0170,2024-12-20,Fashion,Product 115,3,3733.11,0.0,COD,Completed
O00687,C0445,2024-01-27,Electronics,Product 38,1,889.99,0.15,UPI,Returned
O00688,C0414,2023-08-26,Home,Product 84,1,790.23,0.05,COD,Returned
O00689,C0403,2025-02-26, electronics ,Product 44,5,1525.12,0.15,UPI,Returned
O00690,C0491,2024-09-17, electronics ,Product 73,4,3176.17,0.15,UPI,Completed
O00691,C0497,2023-11-13,Electronics,Product 64,2,561.16,0.1,UPI,Cancelled
O00692,C0046,2024-08-13,Electronics,Product 23,2,3582.21,0.15,Card,Cancelled
O00693,C0072,2024-03-28,Electronics,Product 73,3,2492.47,0.1,Card,Cancelled
O00694,C0188,2024-11-27,fashion ,Product 109,4,3160.7,0.1,Card,Completed
O00695,C0350,2023-09-27,Electronics,Product 80,4,4889.42,0.0,COD,Completed
O00696,C0193,2025-05-23, electronics ,Product 73,-5,2056.47,0.0,UPI,Cancelled
O00697,C0329,2023-12-24,fashion ,Product 116,4,4109.62,0.0,UPI,Completed
O00698,C0103,2024-02-11,Fashion,Product 43,1,415.91,0.1,COD,Cancelled
O00699,C0233,2024-05-02,Electronics,Product 70,2,863.13,0.15,UPI,Returned
O00700,C0397,2023-02-02,Fashion,Product 8,2,4688.65,0.1,Card,Cancelled
O00701,C0389,2025-06-07,Home,Product 55,2,1422.26,0.05,UPI,Completed
O00702,C0365,2023-03-25,Fashion,Product 112,1,2156.64,0.05,COD,Cancelled
O00703,C0220,2023-04-05,ELECTRONICS,Product 97,2,1554.83,0.05,Card,Cancelled
O00704,C0495,2024-12-06,,Product 56,4,1837.99,0.15,UPI,Returned
O00705,C0316,2025-01-10, electronics ,Product 42,5,3353.91,0.1,UPI,Completed
O00706,C0059,2024-05-26,Home,Product 53,4,1387.73,0.0,Card,Completed
O00707,C0112,2024-08-15,Home,Product 25,4,2158.86,0.05,COD,Cancelled
O00708,C0296,2023-07-15,Electronics,Product 48,2,4087.52,0.0,Card,Cancelled
O00709,C0333,2023-05-08,Fashion,Product 53,5,2110.9,0.1,COD,Cancelled
O00710,C0091,2023-12-10,Fashion,Product 55,5,1928.3,0.05,COD,Cancelled
O00711,C0224,2024-11-06,Home,Product 37,4,3540.25,0.0,UPI,Completed
O00712,C0054,2024-09-23,Fashion,Product 96,1,3783.46,0.0,COD,Cancelled
O00713,C0437,2023-02-03,Fashion,Product 28,5,1192.11,0.15,COD,Cancelled
O00714,C0180,2024-04-25,Fashion,Product 53,1,4549.17,0.15,UPI,Cancelled
O00715,C0136,2023-10-02,ELECTRONICS,Product 108,2,4523.1,0.15,COD,Completed
O00716,C0014,2024-02-29, electronics ,Product 102,1,1934.59,0.1,Card,Completed
O00717,C0201,2023-09-05, electronics ,Product 79,5,3257.73,0.0,COD,Cancelled
O00718,C0089,2024-02-04,Fashion,Product 116,2,1658.81,0.05,Card,Completed
O00719,C0324,2023-05-10,fashion ,Product 101,1,2020.86,0.1,COD,Completed
O00720,C0006,2023-04-06,Home,Product 99,3,3007.11,0.0,COD,Returned
O00721,C0013,2023-03-22,Home,Product 94,5,739.69,0.15,COD,Returned
O00722,C0153,2024-10-30, electronics ,Product 69,3,4218.24,0.15,Card,Returned
O00723,C0327,2023-05-28,fashion ,Product 111,1,606.75,0.15,COD,Completed
O00724,C0048,2023-09-26,Electronics,Product 64,1,4238.66,0.05,Card,Completed
O00725,C0492,2024-02-28,Home,Product 10,4,1130.45,0.15,Card,Cancelled
O00726,C0463,2023-07-04, electronics ,Product 85,4,2879.74,0.0,UPI,Cancelled
O00727,C0003,2024-09-20, electronics ,Product 67,3,3734.31,0.0,UPI,Returned
O00728,C0079,2024-06-14, electronics ,Product 111,1,1887.96,0.05,UPI,Cancelled
O00729,C0065,2025-01-15,ELECTRONICS,Product 36,2,2459.72,0.0,Card,Returned
O00730,C0254,2024-04-23,Fashion,Product 66,5,4737.09,0.05,Card,Completed
O00731,C0202,2025-01-04,Electronics,Product 75,2,3986.45,0.1,UPI,Completed
O00732,C0383,2024-04-01,ELECTRONICS,Product 105,4,1661.87,0.0,COD,Cancelled
O00733,C0324,2023-12-28,Electronics,Product 58,4,919.52,0.0,COD,Cancelled
O00734,C0331,2024-09-10,fashion ,Product 46,5,2051.7,0.0,UPI,Cancelled
O00735,C0111,2024-01-02,Home,Product 48,4,1922.62,0.1,UPI,Completed
O00736,C0239,2025-01-04,fashion ,Product 102,3,1675.65,0.05,COD,Completed
O00737,C0053,2023-08-06,fashion ,Product 36,4,3609.7,0.0,COD,Returned
O00738,C0164,2024-03-21, electronics ,Product 26,4,343.33,0.15,Card,Completed
O00739,C0308,2023-05-08,ELECTRONICS,Product 76,3,1976.0,0.0,Card,Completed
O00740,C0431,2024-04-17,Fashion,Product 5,5,4489.56,0.0,Card,Returned
O00741,C0213,2023-04-08,Home,Product 39,1,1445.9,0.1,Card,Completed
O00742,C0202,2024-05-20,ELECTRONICS,Product 90,5,4921.44,0.15,COD,Completed
O00743,C0025,2023-04-16,Electronics,Product 18,3,615.16,0.1,COD,Returned
O00744,C0462,2023-04-01,ELECTRONICS,Product 105,4,4524.11,0.0,COD,Completed
O00745,C0485,2023-02-14,ELECTRONICS,Product 10,3,1392.26,0.15,Card,Returned
O00746,C0065,2024-08-20,ELECTRONICS,Product 111,2,825.21,0.15,COD,Cancelled
O00747,C0339,2023-09-04,Fashion,Product 36,1,1677.37,0.15,UPI,Completed
O00748,C0286,2024-12-29, electronics ,Product 85,3,3270.96,0.05,COD,Completed
O00749,C0344,2023-03-03,,Product 60,1,4110.71,0.05,Card,Completed
O00750,C0264,2024-08-27,ELECTRONICS,Product 98,3,4727.47,0.15,COD,Completed
O00751,C0187,2023-05-14,Fashion,Product 58,5,4352.51,0.05,Card,Completed
O00752,C0488,2023-06-18,fashion ,Product 83,1,600.12,0.15,UPI,Returned
O00753,C0015,2024-04-16,Fashion,Product 85,1,2701.34,0.1,Card,Completed
O00754,C0204,2024-03-17,fashion ,Product 56,5,2588.84,0.0,Card,Cancelled
O00755,C0476,2024-10-26,Fashion,Product 25,3,1540.63,0.15,UPI,Returned
O00756,C0056,2024-05-20,Home,Product 7,3,3267.09,0.0,UPI,Completed
O00757,C0034,2024-08-12,fashion ,Product 13,1,1449.75,0.15,Card,Cancelled
O00758,C0138,2025-04-23,Fashion,Product 27,1,938.04,0.05,Card,Returned
O00759,C0049,2023-10-22, electronics ,Product 65,3,4548.13,0.15,COD,Cancelled
O00760,C0096,2024-11-28,ELECTRONICS,Product 116,2,2330.56,0.0,COD,Cancelled
O00761,C0452,2023-07-01,Electronics,Product 22,4,3428.09,0.0,COD,Cancelled
O00762,C0242,2024-05-15,Electronics,Product 6,4,4112.74,0.1,UPI,Returned
O00763,C0052,2023-05-31,ELECTRONICS,Product 103,5,3707.31,0.15,Card,Returned
O00764,C0130,2023-09-21,ELECTRONICS,Product 59,3,166.45,0.1,Card,Returned
O00765,C0443,2025-03-04,fashion ,Product 62,3,652.53,0.0,UPI,Cancelled
O00766,C0016,2023-05-26, electronics ,Product 74,2,3730.96,0.15,Card,Completed
O00767,C0495,2024-01-22,ELECTRONICS,Product 113,1,3171.77,0.15,COD,Completed
O00768,C0201,2023-12-24,,Product 54,3,4731.81,0.1,Card,Completed
O00769,C0314,2024-12-19,Electronics,Product 56,1,3997.13,0.1,Card,Completed
O00770,C0349,2024-12-02, electronics ,Product 67,1,4836.69,0.05,Card,Cancelled
O00771,C0021,2023-10-29, electronics ,Product 37,3,4144.81,0.0,UPI,Cancelled
O00772,C0001,2023-12-27,Electronics,Product 33,-3,774.82,0.1,COD,Returned
O00773,C0074,2023-03-30,Home,Product 26,5,2217.05,0.0,Card,Completed
O00774,C0348,2023-12-30,Home,Product 50,1,2170.56,0.0,Card,Cancelled
O00775,C0449,2024-07-31,ELECTRONICS,Product 103,5,2933.02,0.05,Card,Completed
O00776,C0153,2023-11-05,fashion ,Product 119,4,3178.76,0.05,Card,Cancelled
O00777,C0258,2024-03-28,Home,Product 92,1,1852.04,0.1,Card,Cancelled
O00778,C0287,2024-04-17,Electronics,Product 99,4,2162.5,0.05,COD,Cancelled
O00779,C0279,2024-01-18,fashion ,Product 113,2,1537.38,0.15,UPI,Cancelled
O00780,C0236,2025-02-20,Electronics,Product 11,1,367.99,0.0,Card,Returned
O00781,C0170,2024-08-02,Electronics,Product 16,1,3728.32,0.0,COD,Completed
O00782,C0070,2025-01-28, electronics ,Product 115,5,3410.84,0.05,Card,Returned
O00783,C0320,2023-01-07,Home,Product 26,3,662.07,0.0,UPI,Returned
O00784,C0243,2023-09-11,Electronics,Product 107,1,2578.44,0.15,UPI,Completed
O00785,C0431,2023-07-08,fashion ,Product 34,3,4126.26,0.15,COD,Returned
O00786,C0073,2024-10-13,Home,Product 85,1,1279.34,0.05,Card,Cancelled
O00787,C0253,2023-04-13,ELECTRONICS,Product 86,3,1448.39,0.15,COD,Completed
O00788,C0146,2024-03-11,Fashion,Product 16,4,2864.62,0.0,COD,Cancelled
O00789,C0022,2024-11-03,ELECTRONICS,Product 18,1,2392.74,0.15,Card,Completed
O00790,C0108,2025-05-26,ELECTRONICS,Product 116,2,3560.5,0.15,COD,Completed
O00791,C0289,2023-12-27,ELECTRONICS,Product 59,2,3604.39,0.05,Card,Returned
O00792,C0331,2023-03-11,Fashion,Product 49,3,4816.52,0.05,COD,Returned
O00793,C0358,2024-06-22,ELECTRONICS,Product 76,5,4780.45,0.1,COD,Returned
O00794,C0082,2023-01-31, electronics ,Product 13,4,3359.78,0.15,COD,Cancelled
O00795,C0376,2025-03-01, electronics ,Product 14,3,4508.99,0.05,COD,Cancelled
O00796,C0059,2023-03-05,Electronics,Product 109,4,3774.68,0.15,Card,Returned
O00797,C0231,2023-11-25,Fashion,Product 18,1,4945.47,0.05,UPI,Cancelled
O00798,C0380,2023-10-20, electronics ,Product 56,4,4087.8,0.05,UPI,Returned
O00799,C0018,2024-11-15, electronics ,Product 115,1,125.66,0.15,COD,Returned
O00800,C0467,2024-11-29,Home,Product 83,1,2687.96,0.05,UPI,Returned
O00801,C0287,2024-01-01, electronics ,Product 103,4,429.06,0.15,COD,Cancelled
O00802,C0153,2023-05-11,Electronics,Product 16,1,2543.69,0.0,COD,Returned
O00803,C0473,2025-04-21,ELECTRONICS,Product 50,3,3546.04,0.0,UPI,Cancelled
O00804,C0478,2023-09-05,fashion ,Product 65,1,1629.97,0.0,COD,Returned
O00805,C0017,2023-09-27,ELECTRONICS,Product 54,1,1378.32,0.1,UPI,Completed
O00806,C0388,2025-01-21,Home,Product 117,2,4403.52,0.05,Card,Completed
O00807,C0414,2024-12-20,Electronics,Product 45,5,4907.17,0.15,COD,Returned
O00808,C0067,2024-07-18,ELECTRONICS,Product 93,5,304.53,0.0,Card,Returned
O00809,C0401,2024-03-17, electronics ,Product 3,2,4663.11,0.0,UPI,Returned
O00810,C0010,2024-11-29,fashion ,Product 62,5,355.49,0.15,COD,Completed
O00811,C0225,2024-07-16,Electronics,Product 115,4,3116.7,0.1,Card,Completed
O00812,C0048,2023-03-01,fashion ,Product 2,3,1212.92,0.0,UPI,Returned
O00813,C0225,2023-03-20, electronics ,Product 37,2,314.23,0.1,COD,Returned
O00814,C0246,2023-05-13,Home,Product 16,2,3317.29,0.0,Card,Returned
O00815,C0460,2025-01-22, electronics ,Product 57,2,3594.36,0.1,COD,Cancelled
O00816,C0278,2023-10-01,fashion ,Product 14,2,364.59,0.15,COD,Returned
O00817,C0431,2023-07-28,fashion ,Product 30,4,1594.2,0.05,UPI,Cancelled
O00818,C0333,2023-08-29,Fashion,Product 15,2,204.32,0.0,Card,Cancelled
O00819,C0031,2025-04-27,ELECTRONICS,Product 110,5,3087.76,0.15,UPI,Cancelled
O00820,C0095,2023-08-18,Home,Product 56,4,2709.21,0.1,UPI,Returned
O00821,C0173,2024-09-15,ELECTRONICS,Product 104,3,3791.26,0.05,UPI,Cancelled
O00822,C0476,2024-03-13,,Product 97,5,379.88,0.0,COD,Cancelled
O00823,C0294,2024-07-01,Home,Product 73,3,3868.16,0.1,UPI,Cancelled
O00824,C0008,2023-09-01,ELECTRONICS,Product 103,4,3444.73,0.1,UPI,Completed
O00825,C0316,2024-08-07,ELECTRONICS,Product 47,5,1416.86,0.1,COD,Returned
O00826,C0429,2024-08-05,ELECTRONICS,Product 109,1,976.04,0.15,UPI,Cancelled
O00827,C0433,2024-01-03,fashion ,Product 28,1,2102.19,0.0,Card,Returned
O00828,C0133,2023-03-07,ELECTRONICS,Product 34,5,4358.37,0.05,UPI,Returned
O00829,C0120,2024-09-24,Electronics,Product 84,2,288.66,0.15,COD,Cancelled
O00830,C0366,2023-08-22,ELECTRONICS,Product 33,1,178.98,0.1,COD,Returned
O00831,C0260,2023-12-25,Fashion,Product 15,1,2604.07,0.05,UPI,Cancelled
O00832,C0037,2025-04-22,Home,Product 55,5,4391.68,0.05,UPI,Cancelled
O00833,C0460,2023-12-10,Home,Product 48,5,2406.36,0.1,COD,Completed
O00834,C0467,2023-10-25,fashion ,Product 4,2,620.54,0.05,Card,Returned
O00835,C0111,2024-12-30,Fashion,Product 107,5,2955.16,0.05,Card,Returned
O00836,C0295,2023-08-18,Home,Product 71,1,3696.36,0.0,COD,Completed
O00837,C0163,2024-06-21,ELECTRONICS,Product 25,5,4196.44,0.1,UPI,Cancelled
O00838,C0162,2024-01-06,Home,Product 15,2,3496.06,0.15,COD,Cancelled
O00839,C0469,2024-07-27,ELECTRONICS,Product 84,3,2472.36,0.05,Card,Cancelled
O00840,C0474,2025-04-26,fashion ,Product 32,2,3904.6,0.15,COD,Returned
O00841,C0161,2025-03-25,Electronics,Product 11,2,2101.66,0.05,COD,Cancelled
O00842,C0086,2025-06-16,Electronics,Product 54,2,1390.54,0.15,COD,Completed
O00843,C0354,2025-05-03, electronics ,Product 10,2,748.65,0.15,Card,Cancelled
O00844,C0151,2024-07-24,Electronics,Product 44,2,4497.39,0.1,COD,Returned
O00845,C0379,2025-01-09,ELECTRONICS,Product 58,5,4562.3,0.15,COD,Cancelled
O00846,C0094,2024-12-17,Home,Product 99,3,2988.83,0.0,UPI,Completed
O00847,C0195,2024-11-21,ELECTRONICS,Product 57,5,965.94,0.1,UPI,Completed
O00848,C0460,2023-02-19,fashion ,Product 75,3,2590.32,0.15,Card,Cancelled
O00849,C0022,2023-07-02,Home,Product 113,4,4947.11,0.05,Card,Returned
O00850,C0178,2024-09-22,ELECTRONICS,Product 22,3,680.9,0.1,Card,Cancelled
O00851,C0133,2023-10-23,fashion ,Product 97,2,619.99,0.05,COD,Cancelled
O00852,C0387,2024-07-19,,Product 4,2,3032.12,0.0,COD,Returned
O00853,C0190,2025-05-02, electronics ,Product 37,-2,4714.85,0.15,COD,Cancelled
O00854,C0057,2024-04-09,Home,Product 91,5,4604.0,0.0,Card,Cancelled
O00855,C0143,2025-06-04,Home,Product 86,4,670.67,0.1,UPI,Returned
O00856,C0172,2023-12-01,ELECTRONICS,Product 59,2,3190.06,0.0,COD,Returned
O00857,C0478,2023-02-09,Home,Product 102,3,2654.35,0.05,COD,Returned
O00858,C0071,2027-01-01,fashion ,Product 49,1,4373.36,0.05,COD,Completed
O00859,C0376,2024-05-11,Fashion,Product 37,3,745.78,0.0,COD,Returned
O00860,C0313,2023-03-10, electronics ,Product 91,-2,972.76,0.15,COD,Cancelled
O00861,C0179,2024-08-20,Fashion,Product 68,5,3319.01,0.05,Card,Completed
O00862,C0201,2024-05-16,fashion ,Product 46,3,2762.73,0.1,UPI,Completed
O00863,C0215,2025-02-12,Fashion,Product 42,1,1312.24,0.15,UPI,Completed
O00864,C0357,2024-11-07,Fashion,Product 91,4,727.48,0.15,Card,Returned
O00865,C0260,2023-01-30, electronics ,Product 114,4,4269.84,0.15,UPI,Returned
O00866,C0415,2023-11-22,Fashion,Product 55,3,2053.53,0.0,Card,Cancelled
O00867,C0230,2025-04-18,Fashion,Product 29,2,2905.28,0.05,COD,Completed
O00868,C0067,2024-09-20,fashion ,Product 70,1,197.61,0.0,Card,Completed
O00869,C0033,2025-02-24,Home,Product 7,3,2641.38,0.1,COD,Completed
O00870,C0118,2024-02-10,ELECTRONICS,Product 103,2,890.88,0.1,Card,Cancelled
O00871,C0019,2023-09-12,Electronics,Product 97,2,4707.74,0.0,COD,Cancelled
O00872,C0118,2023-10-17,Home,Product 99,4,3471.54,0.0,Card,Returned
O00873,C0068,2024-01-22,Home,Product 113,1,1422.99,0.0,UPI,Completed
O00874,C0011,2025-02-19,Electronics,Product 96,5,4168.23,0.05,UPI,Returned
O00875,C0440,2023-07-18,ELECTRONICS,Product 101,5,1686.26,0.0,Card,Cancelled
O00876,C0296,2023-09-28,Fashion,Product 49,4,1527.07,0.0,UPI,Cancelled
O00877,C0274,2023-10-19,fashion ,Product 32,5,1973.8,0.15,COD,Cancelled
O00878,C0115,2025-01-01,fashion ,Product 4,3,2047.01,0.05,Card,Cancelled
O00879,C0074,2024-10-20,Home,Product 11,4,567.41,0.05,UPI,Cancelled
O00880,C0430,2023-05-25,Fashion,Product 67,5,3642.86,0.05,UPI,Cancelled
O00881,C0078,2025-01-28,Electronics,Product 42,3,3476.09,0.15,UPI,Cancelled
O00882,C0256,2025-03-24,ELECTRONICS,Product 84,2,1255.12,0.15,COD,Cancelled
O00883,C0042,2025-01-27,Electronics,Product 55,5,3526.35,0.15,UPI,Completed
O00884,C0225,2023-05-05,Electronics,Product 5,2,4438.96,0.15,UPI,Returned
O00885,C0215,2025-02-05,Fashion,Product 2,5,1554.08,0.15,Card,Returned
O00886,C0289,2024-09-21,Home,Product 22,3,793.44,0.05,COD,Returned
O00887,C0108,2023-09-15,ELECTRONICS,Product 119,3,3759.14,0.05,UPI,Returned
O00888,C0241,2024-03-02,Electronics,Product 1,-4,1628.02,0.05,UPI,Returned
O00889,C0320,2023-12-05,Fashion,Product 77,1,866.62,0.1,COD,Returned
O00890,C0141,2023-01-15,ELECTRONICS,Product 106,2,4566.4,0.15,COD,Returned
O00891,C0131,2025-02-24,fashion ,Product 70,3,3243.84,0.05,UPI,Returned
O00892,C0135,2023-08-10,fashion ,Product 14,2,720.85,0.15,Card,Returned
O00893,C0316,2025-04-06,Home,Product 117,5,2419.69,0.05,UPI,Completed
O00894,C0074,2025-04-02, electronics ,Product 61,2,4385.61,0.1,UPI,Completed
O00895,C0242,2024-03-26,ELECTRONICS,Product 39,2,2551.84,0.0,UPI,Returned
O00896,C0182,2024-01-30,ELECTRONICS,Product 108,4,2657.73,0.0,COD,Completed
O00897,C0074,2025-05-03,Fashion,Product 72,2,2264.07,0.1,COD,Completed
O00898,C0013,2024-10-29,ELECTRONICS,Product 110,5,2383.77,0.1,COD,Cancelled
O00899,C0481,2025-06-16,,Product 49,2,1933.61,0.0,UPI,Cancelled
O00900,C0169,2023-01-06,Electronics,Product 117,3,1907.45,0.1,COD,Completed
O00901,C0246,2024-10-24,Fashion,Product 6,5,4979.12,0.1,Card,Returned
O00902,C0368,2025-04-23,Fashion,Product 78,1,3197.98,0.15,UPI,Cancelled
O00903,C0314,2023-02-09,Home,Product 20,5,3557.63,0.05,UPI,Completed
O00904,C0327,2023-05-03,Home,Product 8,4,1639.76,0.1,UPI,Returned
O00905,C0435,2023-12-07,ELECTRONICS,Product 115,5,3575.61,0.1,COD,Completed
O00906,C0034,2024-11-14, electronics ,Product 106,4,3830.34,0.05,COD,Cancelled
O00907,C0102,2023-02-15,Home,Product 65,1,2105.33,0.0,Card,Cancelled
O00908,C0429,2023-12-16,Home,Product 12,5,2874.33,0.15,UPI,Completed
O00909,C0303,2023-03-30,Home,Product 3,1,3856.94,0.0,UPI,Returned
O00910,C0127,2025-06-17,ELECTRONICS,Product 108,3,3436.36,0.05,COD,Returned
O00911,C0092,2024-01-24,ELECTRONICS,Product 18,2,2868.7,0.15,UPI,Completed
O00912,C0133,2023-07-01,Home,Product 57,3,1396.27,0.15,Card,Returned
O00913,C0425,2024-10-19,Home,Product 88,3,4175.48,0.0,COD,Cancelled
O00914,C0223,2023-08-04,ELECTRONICS,Product 83,2,4073.45,0.1,UPI,Cancelled
O00915,C0047,2025-01-30,fashion ,Product 99,5,1132.54,0.05,Card,Cancelled
O00916,C0096,2024-06-13,Fashion,Product 18,1,2389.51,0.1,Card,Returned
O00917,C0054,2023-02-04,Home,Product 46,4,4359.71,0.0,UPI,Cancelled
O00918,C0096,2024-10-25,ELECTRONICS,Product 40,4,897.45,0.05,UPI,Cancelled
O00919,C0375,2024-08-12,Fashion,Product 61,5,4187.07,0.1,COD,Cancelled
O00920,C0021,2024-11-25, electronics ,Product 98,5,4680.3,0.0,Card,Cancelled
O00921,C0084,2024-02-15,fashion ,Product 22,3,4619.53,0.05,COD,Completed
O00922,C0497,2025-03-18,Electronics,Product 40,2,3985.03,0.05,Card,Cancelled
O00923,C0103,2023-01-01, electronics ,Product 39,4,1606.88,0.05,UPI,Completed
O00924,C0285,2023-09-08,ELECTRONICS,Product 1,4,2438.99,0.1,UPI,Cancelled
O00925,C0242,2024-12-16,Home,Product 49,5,4173.6,0.05,UPI,Cancelled
O00926,C0168,2023-05-17,ELECTRONICS,Product 105,2,3406.27,0.15,COD,Cancelled
O00927,C0497,2024-05-15,fashion ,Product 4,5,1186.3,0.05,UPI,Cancelled
O00928,C0307,2027-01-01,Fashion,Product 118,3,478.62,0.05,UPI,Cancelled
O00929,C0174,2023-11-06,Fashion,Product 84,2,981.39,0.05,Card,Cancelled
O00930,C0491,2024-05-07,Fashion,Product 23,4,901.36,0.0,Card,Completed
O00931,C0208,2023-04-14,Electronics,Product 21,3,1663.23,0.15,COD,Cancelled
O00932,C0395,2024-11-17,Electronics,Product 39,1,2182.41,0.0,COD,Cancelled
O00933,C0433,2024-04-29,fashion ,Product 47,5,647.19,0.05,Card,Returned
O00934,C0173,2023-03-23,Home,Product 76,4,1363.4,0.15,Card,Completed
O00935,C0236,2023-05-05,ELECTRONICS,Product 7,4,4456.91,0.1,Card,Cancelled
O00936,C0278,2025-02-24,ELECTRONICS,Product 23,3,1536.87,0.15,UPI,Cancelled
